down | strategy | ncall | sigma_tot
0.97 | 2.00 | 150 | 62.849
0.97 | 2.00 | 200 | 62.750
0.97 | 2.00 | 250 | 62.690
0.98 | 0.00 | 70 | 63.168
0.98 | 0.00 | 90 | 63.000
0.98 | 0.00 | 100 | 62.961
0.98 | 0.00 | 150 | 62.857
0.98 | 0.00 | 200 | 62.836
0.98 | 0.00 | 250 | 62.833
0.98 | 1.00 | 70 | 63.168
0.98 | 1.00 | 90 | 63.000
0.98 | 1.00 | 100 | 62.961
0.98 | 1.00 | 150 | 62.857
0.98 | 1.00 | 200 | 62.836
0.98 | 1.00 | 250 | 62.833
0.98 | 2.00 | 90 | 63.180
0.98 | 2.00 | 100 | 63.323
0.98 | 2.00 | 150 | 62.901
0.98 | 2.00 | 200 | 62.847
0.98 | 2.00 | 250 | 62.850
0.99 | 0.00 | 70 | 63.188
0.99 | 0.00 | 90 | 62.984
0.99 | 0.00 | 100 | 62.984
0.99 | 0.00 | 150 | 62.976
0.99 | 0.00 | 200 | 62.976
0.99 | 0.00 | 250 | 62.975
0.99 | 1.00 | 70 | 63.188
0.99 | 1.00 | 90 | 62.984
0.99 | 1.00 | 100 | 62.984
0.99 | 1.00 | 150 | 62.976
0.99 | 1.00 | 200 | 62.976
0.99 | 1.00 | 250 | 62.933
0.99 | 2.00 | 90 | 63.223
0.99 | 2.00 | 100 | 63.208
0.99 | 2.00 | 150 | 62.935
0.99 | 2.00 | 200 | 62.940
0.99 | 2.00 | 250 | 62.933
